172.42242231,1.40276259256,1
123.594402351,4.25285430219,1
185.571129294,4.9342378044,1
105.512386266,4.46867987027,1
105.512386266,4.46867987027,1
131.802379245,3.85792492434,1
99.5192569298,5.12739130252,1
4.60178888466,3.84365889579,1
4.60178888466,3.84365889579,1
5.05667452425,4.54470576783,1
4.80529602559,4.93841184423,1
3.84217053981,5.73641391885,1
4.15442967641,5.56185395902,1
4.03934564612,5.66819327855,1
4.03934564612,5.66819327855,1
116.449192264,4.26210170458,1
116.213396666,4.83890356076,1
92.7881010682,3.42062558707,1
136.062000858,3.98320803475,1
158.233170415,2.85883846016,1
136.021815327,3.17343856547,1
76.331837995,3.22947789382,1
77.4225875779,3.32175462945,1
117.239596817,2.71705265725,1
138.667993483,3.39691600512,1
291.257547348,5.34305000047,1
209.702563451,2.9069595464,1
164.649825218,2.69508968257,1
116.526352995,1.82956917994,1
234.090840546,2.60563678322,1
301.802038592,6.93170578841,1
160.404906478,2.42279746693,1
155.997674223,2.27520629175,1
168.188396103,2.74346834608,1
219.475872082,0.811315433968,1
173.136821292,3.67915902949,1
223.256272522,1.62648666718,1
229.032604445,1.72827277731,1
219.475872082,0.811315433968,1
301.18262877,2.46385269364,1
205.268200712,2.83771274666,1
236.45495523,1.60165633326,1
144.188627749,2.11913766406,1
147.519132018,1.50674481145,1
178.970195413,0.625381998522,1
351.866029218,1.7494819068,1
341.956356759,4.76600330674,1
376.34111474,1.24979252911,1
277.164638302,2.25864475683,1
136.579680332,3.47755348691,1
178.970195413,0.625381998522,1
649.110358162,2.54831779465,1
191.012121928,2.297607714,1
225.182579537,1.39620001992,1
197.245366986,2.70445481724,1
97.9201977895,4.12921861783,1
174.70797306,3.68383407035,1
188.693111312,2.15124735387,1
186.731267204,3.1583161312,1
397.013446586,1.1377109356,1
515.481680048,1.98992354242,1
381.471165244,1.12134300798,1
233.542897853,5.43981678358,1
296.901548792,1.45397612678,1
192.214840071,2.46041227039,1
286.818484154,5.36734528277,1
239.892408059,4.27220832523,1
132.101808357,2.82288777959,1
263.666741157,1.45709599216,1
174.86887286,3.01656854168,1
143.872052655,1.67614783963,1
197.575680794,3.19410850789,1
231.446554127,2.21905806794,1
231.535011932,2.47810249352,1
211.591434885,2.46109780856,1
204.543168944,2.5676753004,1
239.419173707,1.94165653862,1
150.883292553,3.6403475246,1
102.442617862,2.18790523835,1
85.4710228898,1.55297216295,1
112.209719406,1.86061261342,1
31.8504708389,1.08280083211,1
141.561736473,0.556469361852,1
141.561736473,0.556469361852,1
179.681812106,0.825881857775,1
179.681812106,0.825881857775,1
265.484404843,2.9652086632,1
645.625177128,2.50756203893,1
501.443999383,1.69597875753,1
227.54599051,2.93453787448,1
